09:48 28/04/2023,,,,,,,,,למשח 'עמ :9 קרפ,,,,,,,
,,,,,,,,,,,"לאמשו ןימי ,הפלחה - ימדקה ןרסה די ,םיבתות STEERING KNUCKLE BUSHINGS REPL.-BOTH",93-254,,,,
,,,,,,,,,,,"ןוילע ןימי ,הפלחה הלתמ עורז ,ירודכ קרפמ BALL JOINT, CONTROL ARM - REPL.-UPPER RIGHT",93-255,,,,
,,,,,,,,,,,"ןוילע לאמש ,הפלחה הלתמ עורז ,ירודכ קרפמ BALL JOINT, CONTROL ARM - REPL.-UPPER LEFT",93-256,,,,
,,,,,,,,,,,"ןוילע לאמשו ןימי ,הפלחה הלתמ עורז ,ירודכ קרפמ BALL JOINT, CONTROL ARM - REPL.-UPPER BOTH",93-257,,,,
,,,,,,,,,,,"ןימי ןותחת ,הפלחה הלתמ עורז ,ירודכ קרפמ BALL JOINT, CONTROL ARM - REPL.-LOWER RIGHT",93-258,,,,
,,,,,,,,,,,"לאמש ןותחת ,הפלחה הלתמ עורז ,ירודכ קרפמ BALL JOINT, CONTROL ARM - REPL.-LOWER LEFT",93-259,,,,
,,,,,,,,,,,"לאמשו ןימי ןותחת ,הפלחה הלתמ עורז ,ירודכ קרפמ BALL JOINT, CONTROL ARM - REPL.-LOWER BOTH",93-260,,,,
,,,,,,,,,,,"ןימי ,הפלחה ויבסימו ןרסה די ריצ KING PINS AND THRUST BEARINGS-REPL.-RIGHT",93-261,,,,
,,,,,,,,,,,"לאמש ,הפלחה ויבסימו ןרסה די ריצ KING PINS AND THRUST BEARINGS-REPL.-LEFT",93-262,,,,
,,,,,,,,,,,"לאמשו ןימי ,הפלחה ויבסימו ןרסה די ריצ KING PINS AND THRUST BEARINGS-REPL.-BOTH",93-263,,,,
,,,,,,,,,,,"דחא - ץיפק ללכמ ה""ופ :ללוכ .ימדק םילע ץיפקב יזכרמ גרוב תפלחה FR LEAF SPRING CENTER BOLT REPL.-RIGHT",93-264,,,,
,,,,,,,,,,,"לאמש ,הפלחה ימדקה ץיפקה הלע זכרמ ,גרוב FR LEAF SPRING CENTER BOLT REPL.-LEFT",93-265,,,,
,,,,,,,,,,,"לאמשו ןימי ,הפלחה ימדקה ץיפקה הלע זכרמ ,גרוב FR LEAF SPRING CENTER BOLT REPL.-BOTH",93-266,,,,
,,,,,,,,,,,"ינזוא יבתות ,יזכרמ גרוב ,ץיפק ילע תפלחה :ללוכ .ימדק םילע ץיפק ללכמ לש ה""ופ דחא - .ץיפקה FR LEAF SPRING ASSY. R&R-RIGHT",93-267,,,,
,,,,,,,,,,,"לאמש ,ה""ופ ימדק הלע ,ץיפקה ללכמ FR LEAF SPRING ASSY. R&R-LEFT",93-268,,,,
,,,,,,,,,,,"לאמשו ןימי ,ה""ופ ימדק הלע ,ץיפקה ללכמ FR LEAF SPRING ASSY. R&R-BOTH",93-269,,,,
,,,,,,,,,,,דחא (רושיא דוק תבייחמ :הרעה) - ימדק םילע ץיפק ללכמ תפלחה FR LEAF SPRING ASSY REPL.-RIGHT,93-270,,,,
,,,,,,,,,,,,,,,,
09:48 28/04/2023 :הקפה ךיראת,,,,,,,282 .סמ דומע,,,,וזוסיא 93 :קרפ תת,,,,,
הינקס ינוריע,ףאד SB230 5 ורוי,"ע""ב גנוטוי 6 ורוי","ןדלוג ע""ב ןוגרד A",ףאד SB4000 5 ורוי,ןאמ יקרפימ 5 ורוי,וולוו B12B 5 ורוי טפישיה,וולוו ZF ינוריע B8,ןאמ ינוריע 5 ורוי,"סדצרמ OC500 5 ע""ב","הינקס 5 ורוי ע""ב קארטוס",הלועפ רואת,רפסמ,,,,
,,,,,,,,,,,"לאמש ,הפלחה - ימדק הלע ,ץיפקה ללכמ FR LEAF SPRING ASSY REPL.-LEFT",93-271,,,,
,,,,,,,,,,,"לאמשו ןימי ,הפלחה - ימדק הלע ,ץיפקה ללכמ FR LEAF SPRING ASSY REPL.-BOTH",93-272,,,,
,,,,,,,,,,,"הפלחה ימדק הלע ,ץיפקה ללכמ .FR LEAF SPRING RESTRICTION DUMPER REPL",93-273,,,,
,,,,,,,,,,,"ןימי ,הפלחה - ימדק ץיפק ,םילע LEAVES, FR SPRING - REPL.-RIGHT",93-274,,,,
,,,,,,,,,,,"לאמש ,הפלחה - ימדק ץיפק ,םילע LEAVES, FR SPRING - REPL.-LEFT",93-275,,,,
,,,,,,,,,,,"לאמשו ןימי ,הפלחה - ימדק ץיפק ,םילע LEAVES, FR SPRING - REPL.-BOTH",93-276,,,,
,,,,,,,,,,,"דיחי הלע ץיפק - ץיפק ללכמ ה""ופ :ללוכ .ימדק ץיפק ןזוא בתות תפלחה BUSHING, FR SPRING EYE-REPL.-FR RIGHT",93-277,,,,
,,,,,,,,,,,"ימדק לאמש ,הפלחה - ימדקה ץיפקה הצק בתות BUSHING, FR SPRING EYE-REPL.-FR LEFT",93-278,,,,
,,,,,,,,,,,"ירוחא ןימי ,הפלחה - ימדקה ץיפקה הצק בתות BUSHING, FR SPRING EYE-REPL.-RR RIGHT",93-279,,,,
,,,,,,,,,,,"ירוחא לאמש ,הפלחה - ימדקה ץיפקה הצק בתות BUSHING, FR SPRING EYE-REPL.-RR LEFT",93-280,,,,
,,,,,,,,,,,"ןימי,הפלחה ימדק ץיפק הצק ןיפ וא/ו גרוב SHACKLE/PIN, FR SPRING-REPL.-RIGHT",93-281,,,,
,,,,,,,,,,,"לאמש ,הפלחה ימדק ץיפק הצק ןיפ וא/ו גרוב SHACKLE/PIN, FR SPRING-REPL.-LEFT",93-282,,,,
,,,,,,,,,,,"ןימי ,הפלחה ימדק ץיפק 'דק הצק ריצ גרוב BOLT, FR SPRING EYE HANGER END-REPL.-RIGHT",93-283,,,,
,,,,,,,,,,,"לאמש ,הפלחה ימדק ץיפק 'דק הצק ריצ גרוב BOLT, FR SPRING EYE HANGER END-REPL.-LEFT",93-284,,,,
,,,,,,,,,,,"לאמשו ןימי ,הפלחה ימדק ץיפק 'דק הצק ריצ גרוב BOLT, FR SPRING EYE HANGER END-REPL.-BOTH",93-285,,,,
,,,,,,,,,,,דיחי הלע ץיפק - ימדק ץיפקב U-גרוב תפלחה FR SPRING U-BOLT REPL.-RIGHT,93-286,,,,
,,,,,,,,,,,"לאמש ,הפלחה ימדק ץיפק ,U גרוב FR SPRING U-BOLT REPL.-LEFT",93-287,,,,
,,,,,,,,,,,(רושיא דוק תבייחמ :הרעה) - I-הרוק ןרס תפלחה .I-BEAM AXLE REPL,93-288,,,,
,,,,,,,,,,,ינמי - . גרוב וא/ו ימדק םיעוזעז םלוב תפלחה FR SHOCK ABSORBER/BOLT REPL.-RIGHT,93-289,,,,
,,,,,,,,,,,ילאמש - .גרוב וא/ו ימדק םיעוזעז םלוב תפלחה FR SHOCK ABSORBER/BOLT REPL.-LEFT,93-290,,,,
,,,,,,,,,,,םהינש - .גרוב וא/ו ימדק םיעוזעז םלוב תפלחה FR SHOCK ABSORBER/BOLT REPL.-BOTH,93-291,,,,
,,,,,,,,,,,,,,,,
09:48 28/04/2023 :הקפה ךיראת,,,,,,,283 .סמ דומע,,,,וזוסיא 93 :קרפ תת,,,,,
הינקס ינוריע,ףאד SB230 5 ורוי,"ע""ב גנוטוי 6 ורוי","ןדלוג ע""ב ןוגרד A",ףאד SB4000 5 ורוי,ןאמ יקרפימ 5 ורוי,וולוו B12B 5 ורוי טפישיה,וולוו ZF ינוריע B8,ןאמ ינוריע 5 ורוי,"סדצרמ OC500 5 ע""ב","הינקס 5 ורוי ע""ב קארטוס",הלועפ רואת,רפסמ,,,,
,,,,,,,,,,,תחא - . ימדק םיעוזעז םלוב רוביח תבשות תפלחה .FR SHOCK ABSORBER CONNECTION BRACKET REPL,93-292,,,,
,,,,,,,,,,,"(םיגרב 6) םיימדק םיינש ,ןימי ,הפלחה ירוחא לגלג ,םיבסימ RR WHEEL BEARINGS REPL.-RIGHT",93-293,,,,
,,,,,,,,,,,דחא לגלגב ימינפ בסימ תפלחה To Repl. Inner Bearing Cup One Wheel,93-294,,,,
,,,,,,,,,,,דחא לגלגב ינוציח בסימ תפלחה To Repl. Outer Bearing Cup One Wheel,93-295,,,,
,,,,,,,,,,,"(םיגרב 6) םיימדק םיינש ,לאמש ,הפלחה ירוחא לגלג ,םיבסימ RR WHEEL BEARINGS REPL.-LEFT",93-296,,,,
,,,,,,,,,,,דחא לגלגב ימינפ בסימ תפלחה To Repl. Inner Bearing Cup One Wheel,93-297,,,,
,,,,,,,,,,,דחא לגלגב ינוציח בסימ תפלחה To Repl. Outer Bearing Cup One Wheel,93-298,,,,
,,,,,,,,,,,"6) ןימי םיימדק םיינש ,הפלחה ,(דחא לגלג) ירוחא לגלג בסימ ,ימינפ ןמש ריזחמ (םיגרב SEAL,OIL,RR WHEEL BEARING INNER WHEEL-REPL.-RIGHT",93-299,,,,
,,,,,,,,,,,דחא לגלגב ימינפ בסימ תפלחה To Replace Inner Bearing Cup One Wheel,93-300,,,,
,,,,,,,,,,,דחא לגלגב ינוציח בסימ תפלחה To Replace Outer Bearing Cup One Wheel,93-301,,,,
,,,,,,,,,,,"6) לאמש םיימדק םיינש ,הפלחה ,(דחא לגלג) ירוחא לגלג בסימ ,ימינפ ןמש ריזחמ (םיגרב SEAL,OIL,RR WHEEL BEARING INNER WHEEL-REPL.-LEFT",93-302,,,,
,,,,,,,,,,,דחא לגלגב ימינפ בסימ תפלחה To Replace Inner Bearing Cup One Wheel,93-303,,,,
,,,,,,,,,,,דחא לגלגב ינוציח בסימ תפלחה To Replace Outer Bearing Cup One Wheel,93-304,,,,
,,,,,,,,,,,"דחא - (קסיד ימלב גוסמ)ירוחא לגלג ,רובטה ללכמ HUB ASSY,RR WHEEL DISC BRAKE TYPE-REPL.-ONE",93-305,,,,
,,,,,,,,,,,ףסונ תפלחה .To Repl. Additional Hub Assy,93-306,,,,
,,,,,,,,,,,"יעיבג,רובט יבסמ,ןרסה לג,לגלג ה""ופ:ללוכ .מי -ירוחא לגלג רובט ללכמ תפלחה ...ש ףח יגרוב,ןמש םטא,םיבסמ HUB ASSY, RR WHEEL-REPL.-RIGHT",93-307,,,,
,,,,,,,,,,,"יעיבג,רובט יבסמ,ןרסה לג,לגלגה""ופ:ללוכ .מש -ירוחא לגלג רובט ללכמ תפלחה ..ה לש ףח יגרוב ,ןמש םטא,םיבסמ HUB ASSY, RR WHEEL-REPL.-LEFT",93-308,,,,
,,,,,,,,,,,"ןימי - ןרסב םיעוזעז םלוב תפלחה DUMPER, AXLE - REPL.-RIGHT",93-309,,,,
,,,,,,,,,,,"לאמש - ןרסב םיעוזעז םלוב תפלחה DUMPER, AXLE - REPL.-LEFT",93-310,,,,
,,,,,,,,,,,,,,,,
09:48 28/04/2023 :הקפה ךיראת,,,,,,,284 .סמ דומע,,,,וזוסיא 93 :קרפ תת,,,,,
הינקס ינוריע,ףאד SB230 5 ורוי,"ע""ב גנוטוי 6 ורוי","ןדלוג ע""ב ןוגרד A",ףאד SB4000 5 ורוי,ןאמ יקרפימ 5 ורוי,וולוו B12B 5 ורוי טפישיה,וולוו ZF ינוריע B8,ןאמ ינוריע 5 ורוי,"סדצרמ OC500 5 ע""ב","הינקס 5 ורוי ע""ב קארטוס",הלועפ רואת,רפסמ,,,,
,,,,,,,,,,,"םהינש - ןרסב םיעוזעז םלוב תפלחה DUMPER, AXLE - REPL.-BOTH",93-311,,,,
,,,,,,,,,,,"ןונווכ ,יוקינו ןרסהמ ץיפקה קוריפ :ללוכ .ירוחא םילע ץיפקב יזכרמ גרוב תפלחה ינמי - ץיפקה ילע BOLT, RR LEAF SPRING CENTER-REPL.-RIGHT",93-312,,,,
,,,,,,,,,,,"ןונווכ ,יוקינו ןרסהמ ץיפקה קוריפ :ללוכ .ירוחא םילע ץיפקב יזכרמ גרוב תפלחה ילאמש - ץיפקה ילע BOLT, RR LEAF SPRING CENTER-REPL.-LEFT",93-313,,,,
,,,,,,,,,,,"ןונווכ ,יוקינו ןרסהמ ץיפקה קוריפ :ללוכ .ירוחא םילע ץיפקב יזכרמ גרוב תפלחה םהינש - ץיפקה ילע BOLT, RR LEAF SPRING CENTER-REPL.-BOTH",93-314,,,,
,,,,,,,,,,,"ינמי - (רושיא דוק תבייחמ :הרעה) - ירוחא םילע ץיפק ללכמ תפלחה SPRING ASSY, RR LEAF-REPL.-RIGHT",93-315,,,,
,,,,,,,,,,,"ילאמש - (רושיא דוק תבייחמ :הרעה) - ירוחא םילע ץיפק ללכמ תפלחה SPRING ASSY, RR LEAF-REPL.-LEFT",93-316,,,,
,,,,,,,,,,,"םהינש - (רושיא דוק תבייחמ :הרעה) - ירוחא םילע ץיפק ללכמ תפלחה SPRING ASSY, RR LEAF-REPL.-BOTH",93-317,,,,
,,,,,,,,,,,"ינזוא יבתות ,יזכרמ גרוב ,ץיפק ילע תפלחה :ללוכ .ירוחא םילע ץיפק ללכמ לש ה""ופ ינמי - .ץיפקה LEAVES, RR SPRING-REPL.-RIGHT",93-318,,,,
,,,,,,,,,,,"ינזוא יבתות ,יזכרמ גרוב ,ץיפק ילע תפלחה :ללוכ .ירוחא םילע ץיפק ללכמ לש ה""ופ ילאמש - .ץיפקה LEAVES, RR SPRING-REPL.-LEFT",93-319,,,,
,,,,,,,,,,,"ינזוא יבתות ,יזכרמ גרוב ,ץיפק ילע תפלחה :ללוכ .ירוחא םילע ץיפק ללכמ לש ה""ופ םהינש - .ץיפקה LEAVES, RR SPRING-REPL.-BOTH",93-320,,,,
,,,,,,,,,,,"דיחי הלע ץיפק - ץיפק ללכמ ה""ופ :ללוכ .ירוחא ץיפק ןזוא בתות תפלחה BUSHING,RR LEAF SPRING EYE-REPL.-RIGHT",93-321,,,,
,,,,,,,,,,,"לאמש ,הפלחה ירוחא םילע ץיפק ,בתות BUSHING,RR LEAF SPRING EYE-REPL.-LEFT",93-322,,,,
,,,,,,,,,,,"לאמשו ןימי ,הפלחה ירוחא םילע ץיפק ,בתות BUSHING,RR LEAF SPRING EYE-REPL.-BOTH",93-323,,,,
,,,,,,,,,,,"ןימי ,הפלחה ירוחא םילע ץיפק ,בתות וא/ו ירוחא ךמות SHACKLE/BUSHING, RR LEAF SPRING-REPL.-RIGHT",93-324,,,,
,,,,,,,,,,,"לאמש ,הפלחה ירוחא םילע ץיפק ,בתות וא/ו ירוחא ךמות SHACKLE/BUSHING, RR LEAF SPRING-REPL.-LEFT",93-325,,,,
,,,,,,,,,,,"לאמשו ןימי ,הפלחה ירוחא םילע ץיפק ,בתות וא/ו ירוחא ךמות SHACKLE/BUSHING, RR LEAF SPRING-REPL.-BOTH",93-326,,,,
,,,,,,,,,,,"ןימי ,הפלחה ירוחא םילע ץיפק ריצ גרוב SHACKLE PINS,RR SPRING-REPL.-RIGHT",93-327,,,,
,,,,,,,,,,,"לאמש ,הפלחה ירוחא םילע ץיפק ריצ גרוב SHACKLE PINS,RR SPRING-REPL.-LEFT",93-328,,,,
,,,,,,,,,,,,,,,,
09:48 28/04/2023 :הקפה ךיראת,,,,,,,285 .סמ דומע,,,,וזוסיא 93 :קרפ תת,,,,,
הינקס ינוריע,ףאד SB230 5 ורוי,"ע""ב גנוטוי 6 ורוי","ןדלוג ע""ב ןוגרד A",ףאד SB4000 5 ורוי,ןאמ יקרפימ 5 ורוי,וולוו B12B 5 ורוי טפישיה,וולוו ZF ינוריע B8,ןאמ ינוריע 5 ורוי,"סדצרמ OC500 5 ע""ב","הינקס 5 ורוי ע""ב קארטוס",הלועפ רואת,רפסמ,,,,
,,,,,,,,,,,"לאמשו ןימי ,הפלחה ירוחא םילע ץיפק ריצ גרוב SHACKLE PINS,RR SPRING-REPL.-BOTH",93-329,,,,
,,,,,,,,,,,"דיחי הלע ץיפק - ירוחא ץיפקב U-גרוב תפלחה U-BOLT/RETAINING BOLT, RR LEAF SPRING-REPL.-RIGHT",93-330,,,,
,,,,,,,,,,,"דיחי ןרס ,לאמש ,הפלחה ירוחא םילע ץיפק ,ןסרמ גרוב וא U גרוב U-BOLT/RETAINING BOLT, RR LEAF SPRING-REPL.-LEFT",93-331,,,,
,,,,,,,,,,,"דיחי ןרס ,לאמשו ןימי ,הפלחה ירוחא םילע ץיפק ,ןסרמ גרוב וא U גרוב U-BOLT/RETAINING BOLT, RR LEAF SPRING-REPL.-BOTH",93-332,,,,
,,,,,,,,,,,"ןימי ,הפלחה ירוחא םילע ץיפקב הילוח וא ריצ גרוב BOLT,RR LEAF SPRING EYE/LINK-REPL.-RIGHT",93-333,,,,
,,,,,,,,,,,"לאמש ,הפלחה ירוחא םילע ץיפקב הילוח וא ריצ גרוב BOLT,RR LEAF SPRING EYE/LINK-REPL.-LEFT",93-334,,,,
,,,,,,,,,,,"לאמש ןימי ,הפלחה ירוחא םילע ץיפקב הילוח וא ריצ גרוב BOLT,RR LEAF SPRING EYE/LINK-REPL.-BOTH",93-335,,,,
,,,,,,,,,,,תחא - .ירוחא םיעוזעז םלוב רוביח תבשות תפלחה .RR SHOCK ABSORBER CONNECTION BRACKET REPL,93-336,,,,
,,,,,,,,,,,"הפלחה - ירוחא םילע ץיפק ,עייסמ ךכשמ .HELPER DAMPER,RR LEAF SPRING-REPL",93-337,,,,
,,,,,,,,,,,דחא עייסמ ךכשמ תפלחה To Repl. Helper Damper One,93-338,,,,
,,,,,,,,,,,םלוכ - עייסמ ךכשמ תפלחה To Repl. Helper Damper All,93-339,,,,
,,,,,,,,,,,"ינמי - .גרוב וא/ו ירוחא םיעוזעז םלוב תפלחה SHOCK ABSORBER, RR-REPL.-RIGHT",93-340,,,,
,,,,,,,,,,,"ילאמש - .גרוב וא/ו ירוחא םיעוזעז םלוב תפלחה SHOCK ABSORBER, RR-REPL.-LEFT",93-341,,,,
,,,,,,,,,,,"םהינש -גרוב וא/ו ירוחא םיעוזעז םלוב תפלחה SHOCK ABSORBER, RR-REPL.-BOTH",93-342,,,,
,,,,,,,,,,,"דפרה תפלחה וא/ו רפוצה רותפכ למס תפלחה .EMBLEM/PAD, HORN BUTTON-REPL",93-343,,,,
,,,,,,,,,,,"הגהה לגלג תפלחה .WHEEL, STEERING-REPL",93-344,,,,
,,,,,,,,,,,"היינפה תותיא תידי תפלחה .LEVER, TURN SIGNAL-REPL",93-345,,,,
,,,,,,,,,,,"הגהה תייטה ףונמ תפלחה .LEVER, TILT WHEEL-REPL",93-346,,,,
,,,,,,,,,,,רפוצה יעגמ תפלחה .HORN CONTACT-REPL,93-347,,,,
,,,,,,,,,,,"התצהה גתמ לוענמ רדניליצ תפלחה וא/ו ה""ופ CYLINDER, IGNITION LOCK-R&R",93-348,,,,
,,,,,,,,,,,רזייליבומיא 'עמ םע With Imobilizer System,93-349,,,,
,,,,,,,,,,,,,,,,
09:48 28/04/2023 :הקפה ךיראת,,,,,,,286 .סמ דומע,,,,וזוסיא 93 :קרפ תת,,,,,
הינקס ינוריע,ףאד SB230 5 ורוי,"ע""ב גנוטוי 6 ורוי","ןדלוג ע""ב ןוגרד A",ףאד SB4000 5 ורוי,ןאמ יקרפימ 5 ורוי,וולוו B12B 5 ורוי טפישיה,וולוו ZF ינוריע B8,ןאמ ינוריע 5 ורוי,"סדצרמ OC500 5 ע""ב","הינקס 5 ורוי ע""ב קארטוס",הלועפ רואת,רפסמ,,,,
,,,,,,,,,,,"לוענמה תיב הסכמ תפלחה COVER, LOCK HOUSING - REPLACE",93-350,,,,
,,,,,,,,,,,"ןוילע בתות וא/ו ןוילע בסמ תפלחה .BEARING/BUSHING, UPPER-REPL",93-351,,,,
,,,,,,,,,,,"רודכה ללכמ וא/ו לג תפלחה .BEARING/BUSHING, UPPER-REPL",93-352,,,,
,,,,,,,,,,,"הגהה לג לש ןותחת בתות וא/ו ןותחת בסמ תפלחה .BEARING/BUSHING,STEERING SHAFT LOWER-REPL",93-353,,,,
,,,,,,,,,,,"הגהה דומע ללכמ ה""ופ COLUMN ASSY,STEERING - R&R",93-354,,,,
,,,,,,,,,,,"ןוילע - הגהה . לג לש ילסרבינוא קרפמ לש הפלחה וא/ו ה""ופ UNIVERSAL JOINT,STEERING SHAFT-R&R-UPPER",93-355,,,,
,,,,,,,,,,,"ןותחת - הגהה .לג לש ילסרבינוא קרפמ לש הפלחה וא/ו ה""ופ UNIVERSAL JOINT,STEERING SHAFT-R&R-LOWER",93-356,,,,
,,,,,,,,,,,"(ןמטיפ עורז) הגהה תבית עורז תפלחה .ARM, PITMAN-REPL",93-357,,,,
,,,,,,,,,,,"הגהה ףיחד טומ תפלחה .LINK, DRAG-REPL",93-358,,,,
,,,,,,,,,,,"הגהה לש קרס עורז תפלחה .ARM, STEERING IDLER-REPL",93-359,,,,
,,,,,,,,,,,הגהה טומ ךכשמ תפלחה .STEERING ROD ABSORBER-REPL,93-360,,,,
,,,,,,,,,,,"ןימי ,הפלחה ימינפ רושיק ,טומ .RIGHT-TIE ROD, INNER-REPL",93-361,,,,
,,,,,,,,,,,"לאמש ,הפלחה ימינפ רושיק ,טומ .LEFT-TIE ROD, INNER-REPL",93-362,,,,
,,,,,,,,,,,"לאמשו ןימי ,הפלחה ימינפ רושיק ,טומ TIE ROD, INNER-REPL.-BOTH",93-363,,,,
,,,,,,,,,,,ןימי דצ - תוסנכתה ןונווכו תקידב :ללוכ .ןונווכ לוורש וא/ו רושיק טומ תפלחה .RIGHT-TIE ROD END/ADJUST SLEEVE-REPL,93-364,,,,
,,,,,,,,,,,לאמש דצ - תוסנכתה ןונווכו תקידב :ללוכ .ןונווכ לוורש וא/ו רושיק טומ תפלחה .LEFT-TIE ROD END/ADJUST SLEEVE-REPL,93-365,,,,
,,,,,,,,,,,םידדצה ינש - תוסנכתה ןונווכו תקידב :ללוכ .ןונווכ לוורש וא/ו רושיק טומ תפלחה -.BOTH-TIE ROD END/ADJUST SLEEVE-REPL,93-366,,,,
,,,,,,,,,,,"- שורד רשאכ רובטו לגלג ללכמ ה""ופ .תוסנכתה ןונווכ :ללוכ .ןרס-די עורז תפלחה ינמי ARM, STEERING KNUCKLE-REPL.-RIGHT",93-367,,,,
,,,,,,,,,,,"- שורד רשאכ רובטו לגלג ללכמ ה""ופ .תוסנכתה ןונווכ :ללוכ .ןרס-די עורז תפלחה ילאמש ARM, STEERING KNUCKLE-REPL.-LEFT",93-368,,,,
,,,,,,,,,,,"חוכה-הגה תבאשמ לכימ הסכמ תפלחה .CAP, POWER STEERING PUMP RESERVOIR-REPL",93-369,,,,
,,,,,,,,,,,,,,,,
09:48 28/04/2023 :הקפה ךיראת,,,,,,,287 .סמ דומע,,,,וזוסיא 93 :קרפ תת,,,,,
הינקס ינוריע,ףאד SB230 5 ורוי,"ע""ב גנוטוי 6 ורוי","ןדלוג ע""ב ןוגרד A",ףאד SB4000 5 ורוי,ןאמ יקרפימ 5 ורוי,וולוו B12B 5 ורוי טפישיה,וולוו ZF ינוריע B8,ןאמ ינוריע 5 ורוי,"סדצרמ OC500 5 ע""ב","הינקס 5 ורוי ע""ב קארטוס",הלועפ רואת,רפסמ,,,,
,,,,,,,,,,,"הפלחה הגה ןמש תבאשמ תלגלג .PULLEY, POWER STEERING PUMP-REPL",93-370,,,,
,,,,,,,,,,,"חוכה-הגה ןמש ןנסמ תפלחה .FILTER, POWER STEERING OIL-REPL",93-371,,,,
,,,,,,,,,,,"חוכה-הגה תבאשמ תמירז תרקב םותסש תפלחה .VALVE, PWR. STEERING PUMP FLOW CONT.-REPL",93-372,,,,
,,,,,,,,,,,הקיטסונגאיד ןמז Diagnosis Time,93-373,,,,
,,,,,,,,,,,".תילורדיהה תכרעמה זוקינו הרקבה ןוחבא :ללוכ .חוכה-הגה תבאשמ ללכמ ה""ופ PUMP ASSY, POWER STEERING-R&R",93-374,,,,
,,,,,,,,,,,לכימ/רוניצ תפלחה To Replace Reservoir/Hose,93-375,,,,
,,,,,,,,,,,הבאשמ ץופיש To Recondition Pump,93-376,,,,
,,,,,,,,,,,הקיטסונגאיד ןמז Diagnosis Time,93-377,,,,
,,,,,,,,,,,".תילורדיהה תכרעמה זוקינו הרקבה ןוחבא :ללוכ .חוכה-הגה תבאשמ ללכמ תפלחה (רושיא דוק תבייחמ :הרעה)- .PUMP ASSY, POWER STEERING-REPL",93-378,,,,
,,,,,,,,,,,הקיטסונגאיד ןמז Diagnosis Time,93-379,,,,
,,,,,,,,,,,"ה""ופ גה תבאשמ STEERING PUMP HBB SYSTEM R&R",93-380,,,,
,,,,,,,,,,,הקיטסונגאיד ןמז Diagnosis Time,93-381,,,,
,,,,,,,,,,,תילורדיהה תכרעמה זוקינ :ללוכ .קחורמ חוכ-הגה לזונ לכימ ללכמ תפלחה .STEERING OIL RESERVOIR REPL,93-382,,,,
,,,,,,,,,,,"(רושיא דוק תבייחמ :הרעה) - .הרקב ןוחבא :ללוכ . חוכ-הגה תבית ללכמ ןוויכ GEAR ASSY, POWER STEERING-ADJUST",93-383,,,,
,,,,,,,,,,,".תילורדיהה תכרעמה זוקינו הרקבה ןוחבא :ללוכ .חוכ-הגה תבית ללכמ ה""ופ GEAR ASSEMBLY, POWER STEERING-R&R",93-384,,,,
,,,,,,,,,,,(רושיא דוק תבייחמ :הרעה) - .הרקב ןוחבא :ללוכ . חוכ-הגה תבית ללכמ תפלחה .POWER STEERING GEAR ASSY REPL,93-385,,,,
,,,,,,,,,,,הקיטסונגאיד ןמז Diagnosis Time,93-386,,,,
,,,,,,,,,,,"הפלחה ,יוגיה תבאשמ תענה תרוגח .BELT, POWER STEERING PUMP DRIVE-REPL",93-387,,,,
,,,,,,,,,,,"לגה לא היילתה בסמו עניהה-לג ה""ופ :ללוכ .יזכרמ ךמת בסמ תפלחה BEARING, CENTER SUPPORT REPLACEMENT",93-388,,,,
,,,,,,,,,,,"ימדק - עניהה-לג לש ילסרבינוא קרפמ תפלחה UNIVERSAL JOINT, PROP. SHAFT REPL. -FR",93-389,,,,
,,,,,,,,,,,"ירוחא - עניהה-לג לש ילסרבינוא קרפמ תפלחה UNIVERSAL JOINT, PROP. SHAFT REPL. -RR",93-390,,,,
,,,,,,,,,,,,,,,,
09:48 28/04/2023 :הקפה ךיראת,,,,,,,288 .סמ דומע,,,,וזוסיא 93 :קרפ תת,,,,,
הינקס ינוריע,ףאד SB230 5 ורוי,"ע""ב גנוטוי 6 ורוי","ןדלוג ע""ב ןוגרד A",ףאד SB4000 5 ורוי,ןאמ יקרפימ 5 ורוי,וולוו B12B 5 ורוי טפישיה,וולוו ZF ינוריע B8,ןאמ ינוריע 5 ורוי,"סדצרמ OC500 5 ע""ב","הינקס 5 ורוי ע""ב קארטוס",הלועפ רואת,רפסמ,,,,
,,,,,,,,,,,"יעצמא - עניהה-לג לש ילסרבינוא קרפמ תפלחה UNIVERSAL JOINT, PROP. SHAFT -INTERMEDIATE",93-391,,,,
,,,,,,,,,,,"םיימדק םיקלח ינש הנבמב - עניה-לג ללכמ לש הפלחה וא ה""ופ PROPELLER SHAFT ASSEMBLY - R&R -FR",93-392,,,,
,,,,,,,,,,,"םיירוחא םיקלח ינש הנבמב - עניה-לג ללכמ לש הפלחה וא ה""ופ PROPELLER SHAFT ASSEMBLY R&R -RR",93-393,,,,
,,,,,,,,,,,"ירוחאו ימדק ,הפלחה וא ה""ופ עניה ילג ללכמ PROPELLER SHAFT ASSEMBLY R&R -BOTH",93-394,,,,
,,,,,,,,,,,ימדק - ירוחא ןרס לג תפלחה REAR AXLE SHAFT REPLACEMENT -RIGHT,93-395,,,,
,,,,,,,,,,,ירוחא - ירוחא ןרס לג תפלחה REAR AXLE SHAFT REPLACEMENT -LEFT,93-396,,,,
,,,,,,,,,,,םהינש - ירוחא ןרס לג תפלחה REAR AXLE SHAFT REPLACEMENT -BOTH,93-397,,,,
